[2025-07-15 22:57:09] [INFO    ] discord.client: logging in using static token
[2025-07-15 22:57:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-15 22:57:12] [DEBUG   ] discord.state: Processed a chunk for 591 members in guild ID 1067120401076981881.
[2025-07-15 22:57:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 6, 'op': 0, 'd': {'nonce': '6f4ee20a1311bbaae020be4d7ca18203', 'members': [{'user': {'username': 'Xenon', 'public_flags': 589824, 'primary_guild': None, 'id': '416358583220043796', 'global_name': None, 'display_name': None, 'discriminator': '7325', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '4a963aeddc8ab926b37663d1704e93e2'}, 'roles': ['1363533767788069096'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-04-20T15:16:23.567777+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'adyan.2010', 'public_flags': 256, 'primary_guild': None, 'id': '1147843597153075251', 'global_name': '!                          Adyan', 'display_name': '!                          Adyan', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1336506386296864845', 'expires_at': None, 'asset': 'a_d65bc28befbf0923324d5e4b72339ea7'}, 'avatar': 'b525f66eda20eb0fe662b082c0ee7d46'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-04-20T15:15:35.882000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'bot1390782188076667072', 'public_flags': 0, 'primary_guild': None, 'id': '1390782188076667072', 'global_name': None, 'display_name': None, 'discriminator': '6175', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1390783033950474293'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-04T19:55:14.908089+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Anivex', 'public_flags': 0, 'primary_guild': None, 'id': '1393270862873890906', 'global_name': None, 'display_name': None, 'discriminator': '4860', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c2d6235d643e858b5871484636e20285'}, 'roles': ['1394695730882412587'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-15T15:02:54.527398+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1363533567791075488', 'chunk_index': 0, 'chunk_count': 1}}
[2025-07-15 22:57:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-15 22:57:12] [DEBUG   ] discord.state: Processed a chunk for 4 members in guild ID 1363533567791075488.
[2025-07-15 22:57:13] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-15 22:57:13] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-15 22:57:13] [DEBUG   ] discord.client: Dispatching event ready
[2025-07-15 22:57:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-15T16:57:24.114000+00:00', 'pinned': False, 'nonce': '1394724541808246784', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-04-20T15:15:35.882000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394724544400593046', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'hello', 'components': [], 'channel_type': 0, 'channel_id': '1363533569162612777', 'author': {'username': 'adyan.2010', 'public_flags': 256, 'primary_guild': None, 'id': '1147843597153075251', 'global_name': '!                          Adyan', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1336506386296864845', 'expires_at': None, 'asset': 'a_d65bc28befbf0923324d5e4b72339ea7'}, 'avatar': 'b525f66eda20eb0fe662b082c0ee7d46'}, 'attachments': [], 'guild_id': '1363533567791075488'}}
[2025-07-15 22:57:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-15 22:57:23] [DEBUG   ] discord.client: Dispatching event message
[2025-07-15 22:57:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-15T16:57:27.681000+00:00', 'pinned': False, 'nonce': '1394724556660277248', 'mentions': [{'username': 'Anivex', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1394695730882412587'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-15T15:02:54.527398+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393270862873890906', 'global_name': None, 'display_name_styles': None, 'discriminator': '4860', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c2d6235d643e858b5871484636e20285'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-04-20T15:15:35.882000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394724559361409044', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1393270862873890906>', 'components': [], 'channel_type': 0, 'channel_id': '1363533569162612777', 'author': {'username': 'adyan.2010', 'public_flags': 256, 'primary_guild': None, 'id': '1147843597153075251', 'global_name': '!                          Adyan', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1336506386296864845', 'expires_at': None, 'asset': 'a_d65bc28befbf0923324d5e4b72339ea7'}, 'avatar': 'b525f66eda20eb0fe662b082c0ee7d46'}, 'attachments': [], 'guild_id': '1363533567791075488'}}
[2025-07-15 22:57:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-15 22:57:27] [DEBUG   ] discord.client: Dispatching event message
[2025-07-15 22:57:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-15T16:57:50.974000+00:00', 'pinned': False, 'nonce': '1394724654316257280', 'mentions': [{'username': 'Anivex', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1394695730882412587'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-15T15:02:54.527398+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393270862873890906', 'global_name': None, 'display_name_styles': None, 'discriminator': '4860', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c2d6235d643e858b5871484636e20285'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-04-20T15:15:35.882000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394724657059463258', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1393270862873890906>', 'components': [], 'channel_type': 0, 'channel_id': '1363533569162612777', 'author': {'username': 'adyan.2010', 'public_flags': 256, 'primary_guild': None, 'id': '1147843597153075251', 'global_name': '!                          Adyan', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1336506386296864845', 'expires_at': None, 'asset': 'a_d65bc28befbf0923324d5e4b72339ea7'}, 'avatar': 'b525f66eda20eb0fe662b082c0ee7d46'}, 'attachments': [], 'guild_id': '1363533567791075488'}}
[2025-07-15 22:57:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-15 22:57:50] [DEBUG   ] discord.client: Dispatching event message
[2025-07-15 22:57:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-07-15 22:57:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-15 22:58:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-15T16:58:09.435000+00:00', 'pinned': False, 'nonce': '1394724731952824320', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-04-20T15:15:35.882000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394724734490644493', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1363533569162612777', 'author': {'username': 'adyan.2010', 'public_flags': 256, 'primary_guild': None, 'id': '1147843597153075251', 'global_name': '!                          Adyan', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1336506386296864845', 'expires_at': None, 'asset': 'a_d65bc28befbf0923324d5e4b72339ea7'}, 'avatar': 'b525f66eda20eb0fe662b082c0ee7d46'}, 'attachments': [], 'guild_id': '1363533567791075488'}}
[2025-07-15 22:58:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-15 22:58:09] [DEBUG   ] discord.client: Dispatching event message
[2025-07-15 22:58:09] [DEBUG   ] discord.client: Dispatching event command
[2025-07-15 22:58:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-15T16:58:10.043000+00:00', 'pinned': False, 'nonce': '2171125218613701596', 'mentions': [{'username': 'adyan.2010', 'public_flags': 256, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-04-20T15:15:35.882000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1147843597153075251', 'global_name': '!                          Adyan', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1336506386296864845', 'expires_at': None, 'asset': 'a_d65bc28befbf0923324d5e4b72339ea7'}, 'avatar': 'b525f66eda20eb0fe662b082c0ee7d46'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394695730882412587'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-15T15:02:54.527398+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394724737040646154', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello <@1147843597153075251>!', 'components': [], 'channel_type': 0, 'channel_id': '1363533569162612777', 'author': {'username': 'Anivex', 'public_flags': 0, 'primary_guild': None, 'id': '1393270862873890906', 'global_name': None, 'display_name_styles': None, 'discriminator': '4860', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c2d6235d643e858b5871484636e20285'}, 'attachments': [], 'guild_id': '1363533567791075488'}}
[2025-07-15 22:58:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-15 22:58:09] [DEBUG   ] discord.client: Dispatching event message
[2025-07-15 22:58:09] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1363533569162612777/messages with {"content":"Hello <@1147843597153075251>!","components":[],"nonce":"2171125218613701596","enforce_nonce":true,"tts":false} has returned 200
[2025-07-15 22:58:09] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-07-15 22:58:09] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1363533569162612777/messages has received {'type': 0, 'content': 'Hello <@1147843597153075251>!', 'mentions': [{'id': '1147843597153075251', 'username': 'adyan.2010', 'avatar': 'b525f66eda20eb0fe662b082c0ee7d46', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': 8638858, 'global_name': '!                          Adyan', 'avatar_decoration_data': {'asset': 'a_d65bc28befbf0923324d5e4b72339ea7', 'sku_id': '1336506386296864845', 'expires_at': None}, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#83d18a', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-15T16:58:10.043000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1394724737040646154', 'channel_id': '1363533569162612777', 'author': {'id': '1393270862873890906', 'username': 'Anivex', 'avatar': 'c2d6235d643e858b5871484636e20285', 'discriminator': '4860', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2171125218613701596'}
[2025-07-15 22:58:09] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-15 22:58:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-07-15 22:58:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-15 22:59:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-07-15 22:59:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
